animal_id,animal_type,primary_color,secondary_color,sex,dob,intake_date,animal_age,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,outcome_type,outcome_subtype,latitude,longitude
A597029,dog,brown,black,Neutered,2017-04-13,2018-04-26,378,normal,stray,field,NA,2018-04-27,return to owner,walkin,33.8116071,-118.2002374
A683769,cat,black,NA,Neutered,2022-04-23,2022-09-12,142,normal,stray,field,NA,2022-09-23,adoption,NA,33.7822477,-118.1837491
A636589,dog,white,brown,Neutered,2016-11-27,2019-11-22,1090,fractious,stray,field,NA,2019-11-27,return to owner,walkin,33.8243209,-118.0809266
A663832,cat,black,white,Neutered,2021-09-14,2021-09-16,2,under age/weight,stray,field,NA,2021-12-29,adoption,pfe/pawshp,33.81028149999999,-118.0819265
A663827,cat,black,white,Male,2021-09-14,2021-09-16,2,under age/weight,stray,field,NA,2021-09-29,euthanasia,undrage/wt,33.81028149999999,-118.0819265
A638061,dog,white,black,Female,2012-01-01,2020-01-01,2922,injured  mild,stray,field,NA,2020-01-10,rescue,livelove,33.8216704,-118.0809709
A588072,dog,black,brown,Male,2016-12-04,2017-04-04,121,normal,stray,field,NA,2017-04-12,transfer,spcala,33.7756077,-118.1377105
A617473,dog,brown,brown,Female,2013-11-11,2018-11-11,1826,normal,stray,field,NA,2018-12-08,rescue,other resc,33.7756077,-118.1377105
A590785,dog,brown,NA,Neutered,2010-05-26,2017-05-25,2556,normal,stray,field,NA,2017-05-26,return to owner,phone,33.8228085,-118.0799513
A602888,bird,white,black,Male,NA,2018-01-20,NA,normal,stray,field,NA,2018-01-20,rescue,wardsmtn,33.81028149999999,-118.0819265
A617475,dog,white,NA,Male,2017-11-11,2018-11-11,365,normal,stray,field,NA,2018-11-17,transfer,spcala,33.7756077,-118.1377105
A613011,dog,brown,white,Female,2017-08-17,2018-08-17,365,normal,stray,field,NA,2018-08-19,return to owner,walkin,33.7754929,-118.1283023
A601307,dog,gray,white,Female,2016-12-22,2017-12-22,365,injured  severe,stray,field,NA,2017-12-23,return to owner,walkin,33.7755053,-118.1271089
A602420,dog,brown,white,Male,2015-01-13,2018-01-13,1096,normal,stray,field,NA,2018-01-27,euthanasia,beh modera,33.7595514,-118.0975691
A734549,dog,tan,white,Male,2022-12-24,2024-12-21,728,injured  moderate,stray,field,NA,NA,NA,NA,33.7765582,-118.1950674
A673536,cat,white,black,Female,2022-04-04,2022-04-24,20,under age/weight,stray,field,NA,2022-04-30,rescue,littlepaws,33.8818211,-118.1848995
A595764,cat,white,NA,Unknown,2017-08-20,2017-08-22,2,under age/weight,stray,field,NA,2017-09-01,euthanasia,ill severe,33.7765571,-118.1963539
A715144,dog,tan,white,Male,2024-02-09,2024-02-17,8,normal,owner surrender,field,no time,2024-02-27,rescue,NA,33.8810529,-118.2046518
A594231,cat,white,gray,Male,2017-05-26,2017-07-26,61,injured  severe,stray,field,NA,2017-07-26,euthanasia,ill severe,33.7808329,-118.1828628
A696529,dog,brown,NA,Spayed,2022-04-15,2023-04-11,361,injured  mild,stray,field,NA,2023-04-19,adoption,NA,33.8318592,-118.098461
A646742,cat,black,white,Unknown,2016-08-06,2020-08-06,1461,injured  severe,stray,field,NA,2020-08-06,euthanasia,inj severe,33.77292,-118.1823943
A587400,dog,black,white,Male,2007-03-22,2017-03-22,3653,normal,stray,field,NA,2017-04-30,rescue,outtacage,33.8767815,-118.1769279
A635071,cat,black,white,Male,2018-10-16,2019-10-16,365,ill severe,stray,field,NA,2019-10-16,euthanasia,ill severe,33.7826068,-118.1828592
A709277,dog,brown,black,Neutered,2022-10-24,2023-10-24,365,normal,stray,field,NA,2023-11-19,return to owner,fre rid hm,33.8232331,-118.2070433
A701624,dog,white,NA,Male,2021-06-28,2023-06-24,726,normal,stray,field,NA,2023-06-28,return to owner,walkin,33.8065036,-118.1912538
A608620,dog,tan,NA,Male,2014-05-29,2018-05-29,1461,fractious,stray,field,NA,2018-06-04,transfer,spcala,33.789362,-118.1828009
A591776,dog,white,NA,Male,2011-06-13,2017-06-13,2192,injured  mild,stray,field,NA,2017-06-28,rescue,bichonfur,33.7771799,-118.1556777
A591778,dog,white,NA,Female,2007-06-13,2017-06-13,3653,ill mild,stray,field,NA,2017-06-28,rescue,bichonfur,33.7771799,-118.1556777
A621688,dog,white,NA,Male,2014-02-11,2019-02-11,1826,normal,stray,field,NA,2019-02-17,transfer,spcala,33.8836582,-118.1818536
A722734,cat,white,orange,Male,2019-06-12,2024-06-12,1827,ill severe,stray,field,NA,2024-06-12,euthanasia,ill severe,33.883799,-118.182476
A727488,cat,black,NA,Unknown,2024-08-10,2024-08-25,15,under age/weight,stray,field,NA,2024-08-25,rescue,lifelinres,33.7844997,-118.1971031
A646300,dog,black,brown,Neutered,2020-02-01,2020-07-26,176,normal,stray,field,NA,2020-08-12,adoption,web,33.7765456,-118.2006039
A701322,dog,white,black,Male,2015-06-21,2023-06-21,2922,injured  severe,stray,field,NA,2023-06-21,euthanasia,at vet,33.8315688,-118.0927281
A719507,cat,gray,white,Male,2024-03-24,2024-04-24,31,ill moderatete,stray,field,NA,2024-04-27,rescue,littlelion,33.7766278,-118.1803685
A614550,dog,brown,NA,Female,2010-09-12,2018-09-12,2922,ill mild,stray,field,NA,2018-09-19,rescue,other resc,33.8853385,-118.1818563
A664560,bird,white,gray,Unknown,NA,2021-09-28,NA,injured  severe,stray,field,NA,2021-09-28,rescue,ibr,33.885402,-118.1857694
A630141,dog,tan,white,Female,2018-07-19,2019-07-19,365,injured  severe,stray,field,NA,2019-07-23,rescue,sparkygang,33.7768563,-118.1935158
A585241,dog,tan,NA,Male,2014-01-31,2017-01-31,1096,normal,stray,field,NA,2017-02-08,transfer,spcala,33.7767396,-118.1922396
A637086,dog,tan,black,Neutered,2018-12-05,2021-05-16,893,normal,stray,field,NA,2021-05-16,return to owner,fre rid hm,33.777403,-118.1694996
A610506,cat,black,NA,Unknown,2018-06-01,2018-07-01,30,under age/weight,stray,field,NA,2018-07-07,rescue,fndanifoun,33.777306,-118.161914
A600363,rabbit,brown,white,Neutered,2016-11-22,2017-11-22,365,normal,stray,field,NA,2017-12-13,adoption,spcala,33.8511733,-118.1825488
A678376,cat,black,white,Neutered,2022-04-26,2022-06-25,60,normal,stray,field,NA,2023-01-13,adoption,pfe/pawshp,33.8313291,-118.0915251
A678375,cat,black,NA,Neutered,2022-04-26,2022-06-25,60,normal,stray,field,NA,2023-02-16,adoption,pfe/pawshp,33.8313291,-118.0915251
A620125,bird,gray,NA,Female,NA,2019-01-12,NA,normal,stray,field,NA,2019-01-12,rescue,other resc,33.81062900000001,-118.0928129
A630444,cat,white,black,Unknown,2019-07-21,2019-07-22,1,under age/weight,stray,field,NA,2019-08-04,euthanasia,ill severe,33.7865069,-118.2023278
A630445,cat,white,brown,Unknown,2019-07-21,2019-07-22,1,under age/weight,stray,field,NA,2019-08-03,died,in kennel,33.7865069,-118.2023278
A616182,dog,black,NA,Neutered,2008-10-12,2018-10-12,3652,injured  severe,stray,field,NA,2018-10-13,euthanasia,inj severe,33.7990077,-118.2036251
A625981,cat,gray,white,Male,2019-04-07,2019-05-07,30,ill moderatete,stray,field,NA,2019-05-10,rescue,sbacc,33.8312956,-118.0889341
A673220,dog,brown,NA,Neutered,2021-04-16,2022-04-16,365,normal,stray,field,NA,2022-04-24,adoption,NA,33.831302,-118.0879898
A699732,dog,brown,black,Male,2022-05-30,2023-05-30,365,normal,stray,field,NA,2023-06-07,transfer,spcala,33.8097185,-118.0929813
A607321,cat,white,black,Unknown,2014-05-08,2018-05-08,1461,injured  severe,stray,field,NA,2018-05-10,euthanasia,ill severe,33.8097185,-118.0929813
A611961,dog,white,NA,Male,2017-07-31,2018-07-31,365,injured  severe,stray,field,NA,2018-07-31,euthanasia,at vet,33.8097185,-118.0929813
A594900,cat,black,NA,Neutered,2017-03-07,2017-08-07,153,normal,stray,field,NA,2017-08-17,transfer,spcala,33.8097185,-118.0929813
A663399,cat,gray,white,Neutered,2021-06-07,2021-09-07,92,normal,stray,field,NA,2021-09-22,adoption,web,33.8097185,-118.0929813
A710474,bird,gray,yellow,Unknown,NA,2023-11-13,NA,injured  mild,stray,field,NA,2023-11-14,rescue,NA,33.7773999,-118.1456576
A601635,dog,black,white,Male,2006-01-03,2018-01-01,4381,normal,stray,field,NA,2018-01-03,return to owner,web,33.7971324,-118.2017608
A597176,dog,white,black,Spayed,2014-09-16,2017-09-16,1096,ill moderatete,stray,field,NA,2017-10-14,adoption,spec evt,33.803629,-118.0858758
A607953,dog,brown,white,Female,2018-03-21,2018-05-21,61,under age/weight,stray,field,NA,2018-06-20,transfer,spcala,33.8141,-118.074537
A667837,dog,gray,NA,Neutered,2021-07-09,2021-12-09,153,normal,stray,field,NA,2021-12-29,foster to adopt,NA,33.8097185,-118.0929813
A632959,cat,black,NA,Male,2019-09-02,2019-09-03,1,under age/weight,stray,field,NA,2019-09-03,euthanasia,undrage/wt,33.8095992,-118.086983
A709239,dog,white,NA,Female,2022-10-22,2023-10-22,365,normal,stray,field,NA,2023-11-22,adoption,NA,33.8288025,-118.0873521
A652754,cat,black,NA,Neutered,2015-12-31,2021-12-29,2190,ill moderatete,stray,field,NA,2022-01-28,adoption,web,33.7777598,-118.1950735
A643764,cat,black,NA,Male,2020-05-05,2020-06-11,37,under age/weight,stray,field,NA,2020-06-17,rescue,fndanifoun,33.7788586,-118.1992729
A691398,dog,gray,white,Neutered,2020-01-04,2023-01-04,1096,injured  moderate,stray,field,NA,2023-01-25,adoption,web,33.7697377,-118.1818945
A650156,dog,white,NA,Male,2018-10-16,2020-10-16,731,injured  severe,stray,field,NA,2020-10-16,euthanasia,at vet,33.8670898,-118.1818136
A593773,cat,white,gray,Male,2016-07-18,2017-07-18,365,injured  severe,stray,field,NA,2017-07-18,euthanasia,at vet,33.77813340000001,-118.1706748
A619127,dog,black,white,Neutered,2017-12-21,2018-05-13,143,normal,stray,field,NA,2018-05-16,return to owner,walkin,33.77813340000001,-118.1706748
A617759,dog,black,white,Unknown,2018-10-01,2018-11-19,49,under age/weight,stray,field,NA,2018-11-19,rescue,livelove,33.7777612,-118.1910754
A617761,dog,black,white,Unknown,2018-10-01,2018-11-19,49,under age/weight,stray,field,NA,2018-11-19,rescue,livelove,33.7777612,-118.1910754
A704449,cat,black,NA,Male,2023-07-08,2023-08-08,31,ill severe,stray,field,NA,2023-08-08,euthanasia,ill severe,33.7774409,-118.2028305
A650285,cat,white,black,Female,2020-08-19,2020-10-19,61,normal,stray,field,NA,2020-10-29,rescue,catpaws,33.8096122,-118.0826161
A626936,dog,black,white,Female,2016-05-24,2019-05-24,1095,normal,owner surrender,field,NA,2019-05-25,transfer,spcala,33.7774409,-118.2028305
A628990,cat,gray,white,Male,2019-03-27,2019-06-27,92,injured  severe,stray,field,NA,2019-06-29,euthanasia,at vet,33.7774409,-118.2028305
A665180,dog,white,brown,Spayed,2019-10-13,2021-10-18,736,normal,owner surrender,field,abandon,2021-11-13,foster to adopt,NA,33.7777913,-118.1813165
A596495,cat,white,NA,Female,2017-03-03,2017-09-03,184,normal,stray,field,NA,2017-09-09,transfer,spcala,33.7777901,-118.1824252
A668693,dog,white,brown brindle,Male,2019-12-29,2021-12-29,731,normal,stray,field,NA,2022-03-09,adoption,NA,33.7777685,-118.1937358
A426192,dog,tan,NA,Female,2010-03-10,2018-10-09,3135,fractious,stray,field,NA,2018-10-19,transfer,spcala,33.87188980000001,-118.19015
A698122,dog,black,white,Neutered,2021-05-03,2023-05-03,730,normal,stray,field,NA,2023-05-20,adoption,web,33.8096122,-118.0826161
A729793,cat,white,gray,Female,2024-10-05,2024-10-08,3,under age/weight,stray,field,NA,2024-11-20,rescue,littlelion,33.8096122,-118.0826161
A624170,dog,brown,NA,Female,2018-07-25,2019-05-16,295,injured  severe,stray,field,NA,2019-05-16,euthanasia,inj severe,33.77791860000001,-118.1921449
A615550,dog,tan,NA,Female,2017-10-03,2018-10-03,365,injured  mild,stray,field,NA,2018-10-13,adoption,walkin,33.77791860000001,-118.1921449
A612916,cat,black,white,Spayed,2018-05-16,2017-05-23,358,feral,stray,field,NA,2017-06-08,transport,other resc,33.77791860000001,-118.1921449
A635514,cat,gray,white,Neutered,2016-10-31,2019-10-31,1095,injured  severe,stray,field,NA,2019-10-31,euthanasia,inj severe,33.7781462,-118.1620268
A632234,dog,black,white,Male,2019-02-18,2019-08-18,181,normal,stray,field,NA,2019-08-24,transfer,spcala,33.8487131,-118.1809574
A583963,dog,black,white,Neutered,2011-12-31,2020-02-06,2959,injured  moderate,stray,field,NA,2020-03-07,adoption,walkin,33.77791860000001,-118.1921449
A627150,cat,black,white,Spayed,2019-03-26,2019-05-26,61,injured  severe,stray,field,NA,2019-08-10,adoption,pfe/pawshp,33.87188980000001,-118.19015
A618248,cat,black,white,Male,2018-11-01,2018-11-30,29,under age/weight,stray,field,NA,2018-12-03,rescue,littlelion,33.7782699,-118.1663283
A636114,dog,white,brown,Male,2018-11-12,2019-11-12,365,normal,stray,field,NA,2019-11-15,transfer,spcala,33.7777601,-118.1923959
A586492,dog,black,white,Female,2015-03-02,2017-03-02,731,normal,stray,field,NA,2017-03-08,transfer,spcala,33.7740445,-118.1805969
A586493,dog,black,white,Female,2015-03-02,2017-03-02,731,normal,stray,field,NA,2017-03-08,transfer,spcala,33.7740445,-118.1805969
A691397,cat,black,white,Neutered,2015-01-05,2023-01-04,2921,normal,stray,field,NA,2023-02-25,adoption,web,33.8096122,-118.0826161
A585432,dog,white,brown,Male,2014-02-04,2017-11-05,1370,injured  severe,owner surrender,field,NA,2017-11-08,rescue,fixlb,33.7963296,-118.1181199
A721710,dog,white,NA,Spayed,2017-05-29,2024-05-28,2556,normal,stray,field,NA,2024-05-29,return to owner,fre rid hm,33.7826142,-118.1600565
A635141,dog,white,blue,Male,2011-10-17,2019-10-17,2922,normal,stray,field,NA,2019-10-23,return to owner,walkin,33.8742137,-118.1969244
A607629,dog,black,NA,Male,2016-05-15,2018-05-15,730,normal,stray,field,NA,2018-05-24,transfer,spcala,33.8747449,-118.1599811
A596768,cat,white,brown  tabby,Female,2010-09-08,2017-09-08,2557,ill severe,stray,field,NA,2017-09-08,euthanasia,ill severe,33.8096122,-118.0826161
A599950,dog,tan,brown brindle,Female,2012-11-10,2017-11-10,1826,injured  mild,stray,field,NA,2017-12-03,rescue,fixlb,33.8096122,-118.0826161
A533873,dog,gray,NA,Neutered,2013-10-08,2017-12-09,1523,normal,stray,field,NA,2017-12-23,adoption,spcala,33.8698588,-118.1856646
A598972,dog,black,NA,Female,2010-07-04,2017-10-19,2664,normal,stray,field,NA,2017-10-20,return to owner,walkin,33.8096122,-118.0826161
A554754,dog,black,brown,Female,2014-08-16,2017-08-13,1093,normal,stray,field,NA,2017-08-13,return to owner,phone,33.8600765,-118.1850241
A717466,dog,black,white,Neutered,2022-03-23,2024-03-22,730,normal,stray,field,NA,2024-11-02,adoption,web,33.7641219,-118.1833591
A663831,cat,black,white,Male,2021-09-14,2021-09-16,2,under age/weight,stray,field,NA,2021-09-29,euthanasia,undrage/wt,33.81028149999999,-118.0819265
A722683,dog,white,NA,Male,2012-06-23,2024-06-11,4371,ill mild,stray,field,NA,2024-06-26,rescue,NA,33.885402,-118.1857694
A562556,dog,white,brown,Neutered,2014-11-29,2017-02-17,811,normal,stray,field,NA,2017-02-17,return to owner,fre rid hm,33.8267031,-118.1806772
A694293,dog,black,brown,Male,2020-03-06,2023-03-06,1095,injured  severe,stray,field,NA,2023-03-08,euthanasia,at vet,33.8033543,-118.0842231
A598699,dog,black,white,Male,2015-04-04,2019-04-02,1459,normal,stray,field,NA,2019-04-02,return to owner,fre rid hm,33.8767815,-118.1769279
A671483,dog,brown,white,Female,2021-03-09,2022-03-09,365,injured  severe,stray,field,NA,2022-03-15,return to owner,walkin,33.8767815,-118.1769279
A590645,dog,black,white,Spayed,2010-05-22,2017-05-22,2557,injured  moderate,stray,field,NA,2017-06-09,rescue,other resc,33.7753329,-118.1459054
A586491,dog,tan,white,Female,2015-03-02,2017-03-02,731,normal,stray,field,NA,2017-03-08,transfer,spcala,33.7753577,-118.172008
A683013,dog,tan,NA,Spayed,2020-09-02,2022-09-02,730,normal,stray,field,NA,2022-09-07,adoption,web,33.76392320000001,-118.1936188
A632596,dog,white,NA,Neutered,2016-08-26,2019-08-26,1095,normal,stray,field,NA,2019-09-01,transfer,spcala,33.8709702,-118.1782903
A628606,cat,white,gray,Neutered,2017-06-20,2019-06-20,730,normal,stray,field,NA,2019-07-17,"shelter, neuter, return",straycatal,33.7769411,-118.1780636
A652159,cat,white,black,Unknown,2014-12-10,2020-12-10,2192,injured  severe,stray,field,NA,2020-12-10,euthanasia,inj severe,33.77458379999999,-118.1777828
A636266,dog,black,tan,Female,2016-11-15,2019-11-15,1095,normal,stray,field,NA,2019-11-21,transfer,spcala,33.7717153,-118.1676819
A625940,dog,black,white,Male,2016-05-06,2019-05-06,1095,normal,stray,field,NA,2019-07-10,rescue,livelove,33.8576449,-118.1772727
A612805,cat,black,white,Female,2018-07-31,2018-08-14,14,under age/weight,stray,field,NA,2018-10-17,transfer,spcala,33.7971342,-118.1959057
A612804,cat,black,white,Male,2018-07-31,2018-08-14,14,under age/weight,stray,field,NA,2018-11-01,transfer,spcala,33.7971342,-118.1959057
A728812,cat,white,black,Neutered,2020-09-19,2024-09-19,1461,i/i report,stray,field,NA,2024-10-26,community cat,friendly,33.7916833,-118.1828685
A722997,dog,black,NA,Spayed,2014-06-18,2024-06-18,3653,ill mild,stray,field,NA,2024-06-26,rescue,NA,33.8709045,-118.1956408
A673168,cat,black,NA,Male,NA,2022-04-16,NA,ill severe,stray,field,NA,2022-04-16,euthanasia,inj severe,33.8242242,-118.1826759
A629003,cat,black,NA,Male,2019-05-18,2019-06-27,40,under age/weight,stray,field,NA,2019-06-29,euthanasia,ill modera,33.8469722,-118.1653975
A650764,dog,brown,NA,Male,2017-10-31,2020-10-31,1096,normal,stray,field,NA,2020-11-18,return to owner,walkin,33.8511733,-118.1825488
A619642,dog,black,white,Female,2018-01-02,2019-01-02,365,normal,stray,field,NA,2019-01-08,transfer,spcala,33.8237103,-118.2110416
A615682,cat,black,NA,Neutered,2017-10-04,2018-10-04,365,fractious,stray,field,NA,2018-10-16,"shelter, neuter, return",straycatal,33.862792,-118.1510386
A591780,dog,white,NA,Female,2011-06-13,2017-06-13,2192,injured  mild,stray,field,NA,2017-06-28,rescue,bichonfur,33.7771799,-118.1556777
A591787,dog,white,NA,Male,2014-06-13,2017-06-13,1096,ill mild,stray,field,NA,2017-06-22,transfer,spcala,33.7771799,-118.1556777
A679460,dog,gray,NA,Male,2019-07-11,2022-07-11,1096,normal,stray,field,NA,2022-07-11,return to owner,fre rid hm,33.7771602,-118.170905
A630735,rabbit,black,NA,Neutered,2018-07-27,2019-07-27,365,normal,stray,field,NA,2019-08-10,adoption,walkin,33.7789674,-118.1736336
A607034,dog,white,black,Female,2017-09-02,2018-05-02,242,normal,stray,field,NA,2018-05-09,transfer,spcala,33.7789744,-118.1633264
A624111,dog,white,NA,Neutered,2016-03-31,2019-08-29,1246,normal,stray,field,NA,2019-08-29,return to owner,NA,33.7789696,-118.1763596
A717145,cat,gray,white,Unknown,NA,2024-03-16,NA,under age/weight,stray,field,NA,2024-03-16,disposal,acs dispo,33.7772394,-118.1730704
A717146,cat,brown,NA,Unknown,2024-03-15,2024-03-16,1,under age/weight,stray,field,NA,2024-03-16,disposal,acs dispo,33.7772394,-118.1730704
A630432,cat,black,NA,Unknown,2019-07-20,2019-07-22,2,under age/weight,stray,field,NA,2019-07-22,died,in kennel,33.7844191,-118.1633037
A630431,cat,white,NA,Unknown,2019-07-20,2019-07-22,2,under age/weight,stray,field,NA,2019-07-22,euthanasia,undrage/wt,33.7844191,-118.1633037
A617509,cat,black,white,Female,2018-10-13,2018-11-13,31,under age/weight,stray,field,NA,2019-01-04,adoption,NA,33.7766278,-118.1803685
A719509,cat,white,black,Male,2024-03-24,2024-04-24,31,ill mild,stray,field,NA,2024-04-27,rescue,littlelion,33.7766278,-118.1803685
A719511,cat,black,white,Male,2024-03-24,2024-04-24,31,ill mild,stray,field,NA,2024-04-27,rescue,littlelion,33.7766278,-118.1803685
A677966,cat,black,white,Spayed,2020-06-18,2022-06-18,730,injured  moderate,stray,field,NA,2022-06-19,return to owner,walkin,33.8050423,-118.1253494
A622653,cat,black,white,Male,2016-03-01,2019-03-01,1095,injured  moderate,stray,field,NA,2019-03-08,transfer,spcala,33.7943951,-118.1994971
A702494,cat,black,white,Unknown,2023-04-08,2023-07-08,91,ill severe,stray,field,NA,2023-07-08,euthanasia,ill severe,33.7765537,-118.182423
A696942,cat,black,white,Male,2023-03-04,2023-04-18,45,normal,stray,aban field,NA,2023-04-22,adoption,NA,33.7898788,-118.2024562
A598042,rabbit,brown,white,Neutered,2017-01-01,2017-10-01,273,injured  mild,owner surrender,field,NA,2017-10-11,rescue,bunbuch,33.8043537,-118.1877109
A641893,dog,brown,white,Male,2016-04-14,2020-04-14,1461,normal,stray,field,NA,2020-07-14,rescue,livelove,33.777403,-118.1694996
A611988,dog,brown,white,Male,2015-08-01,2018-08-01,1096,normal,stray,field,NA,2018-08-07,transfer,spcala,33.7726357,-118.1894652
A625566,dog,white,brown,Male,2015-04-29,2019-04-29,1461,normal,stray,field,NA,2019-05-05,transfer,spcala,33.8475812,-118.182288
A630440,cat,white,cream,Spayed,2017-07-22,2019-07-22,730,fractious,stray,field,NA,2019-08-23,"shelter, neuter, return",straycatal,33.7865069,-118.2023278
A726470,cat,black,white,Unknown,2024-08-05,2024-08-08,3,under age/weight,stray,field,NA,2024-08-08,rescue,littlepaws,33.8077823,-118.2014073
A621812,cat,white,gray,Male,2017-02-14,2019-02-14,730,normal,stray,field,NA,2019-02-21,rescue,catpaws,33.7896626,-118.2023788
A624343,dog,white,NA,Male,2018-04-06,2019-04-06,365,injured  mild,stray,field,NA,2019-04-07,return to owner,walkin,33.7826031,-118.1545828
A585922,cat,gray,NA,Unknown,2017-02-15,2017-02-17,2,under age/weight,stray,field,NA,2017-02-20,rescue,fndanifoun,33.8611338,-118.1512237
A585923,cat,gray,NA,Unknown,2017-02-15,2017-02-17,2,under age/weight,stray,field,NA,2017-02-20,rescue,fndanifoun,33.8611338,-118.1512237
A596136,dog,black,white,Male,2013-08-28,2017-08-28,1461,normal,stray,field,NA,2017-09-03,transfer,spcala,33.7698834,-118.1344116
A619842,dog,black,brown,Female,2016-01-05,2019-01-05,1096,normal,stray,field,NA,2019-01-11,transfer,spcala,33.8742137,-118.1969244
A677411,dog,brown,black,Neutered,2020-06-11,2023-08-28,1173,injured  severe,stray,field,NA,2023-09-03,return to owner,walkin,33.8599125,-118.1827006
A616344,dog,black,NA,Male,2015-10-16,2018-10-16,1096,normal,stray,field,NA,2018-10-17,return to owner,walkin,33.7644534,-118.1459059
A585518,dog,gray,white,Female,2015-02-08,2017-02-07,730,normal,stray,field,NA,2017-04-05,euthanasia,beh modera,33.7773209,-118.1630949
A614640,cat,gray,white,Female,2005-09-14,2018-09-14,4748,normal,owner surrender,field,no home,2018-11-02,euthanasia,beh modera,33.77677070000001,-118.1860078
A634704,dog,white,NA,Female,2018-10-07,2019-10-07,365,normal,stray,field,NA,2019-10-13,transfer,spcala,33.7773034,-118.1543936
A620320,dog,black,white,Neutered,2017-01-15,2019-01-15,730,normal,stray,field,NA,2019-01-30,adoption,walkin,33.777191,-118.1665805
A609714,cat,white,gray,Unknown,2018-05-15,2018-06-15,31,fractious,stray,field,NA,2018-06-16,euthanasia,ill severe,33.8475812,-118.182288
A591804,dog,tan,NA,Male,2009-06-13,2017-06-13,2922,injured  severe,stray,field,NA,2017-06-14,euthanasia,ill severe,33.8395888,-118.1338134
A650734,bird,black,white,Male,2019-10-31,2020-10-31,366,normal,owner surrender,field,NA,2020-10-31,rescue,wardsmtn,33.8181899,-118.2015206
A587414,dog,gray,white,Female,2013-03-22,2017-03-22,1461,normal,stray,field,NA,2017-03-23,return to owner,walkin,33.7708071,-118.1764044
A634800,cat,white,gray,Male,2019-09-10,2019-10-10,30,under age/weight,stray,field,NA,2019-10-11,rescue,littlepaws,33.8041816,-118.2015129
A636688,dog,black,brown,Male,2016-11-24,2019-11-24,1095,injured  severe,stray,field,NA,2019-11-24,euthanasia,at vet,33.854365,-118.1734604
A708155,cat,white,gray,Unknown,2023-07-03,2023-10-03,92,injured  severe,stray,field,NA,2023-10-03,euthanasia,at vet,33.7780764,-118.1720118
A630685,dog,white,brown,Neutered,2016-07-27,2019-07-27,1095,normal,stray,field,NA,2019-07-27,return to owner,microchip,33.7670957,-118.1924071
A607376,cat,black,NA,Unknown,2009-05-09,2018-05-09,3287,ill severe,stray,field,NA,2018-05-10,euthanasia,ill severe,33.8625571,-118.1912288
A587111,cat,black,NA,Unknown,2017-01-25,2017-03-15,49,injured  severe,stray,field,NA,2017-03-15,euthanasia,at vet,33.789867,-118.1850347
A629002,dog,black,white,Female,2007-06-27,2019-06-27,4383,normal,stray,field,NA,2019-07-12,euthanasia,ill severe,33.7898607,-118.1676429
A634260,dog,brown,NA,Female,2013-09-27,2019-09-27,2191,injured  severe,stray,field,NA,2019-09-27,euthanasia,at vet,33.7898538,-118.1762891
A629364,dog,gray,NA,Unknown,2009-07-05,2019-07-05,3652,injured  severe,stray,field,NA,2019-07-06,euthanasia,at vet,33.7878394,-118.1394618
A631670,cat,black,NA,Female,2018-08-10,2019-08-10,365,ill moderatete,stray,field,NA,2019-08-12,euthanasia,ill severe,33.8454751,-118.1897638
A619940,dog,brown,white,Male,2018-03-09,2019-01-08,305,normal,stray,field,NA,2019-01-09,return to owner,walkin,33.868301,-118.1708507
A621459,dog,black,white,Female,2018-02-07,2019-02-07,365,normal,stray,field,NA,2019-02-10,return to owner,walkin,33.8689224,-118.2010954
A713326,dog,white,NA,Neutered,2020-01-15,2024-01-15,1461,normal,stray,field,NA,2024-01-24,adoption,web,33.7415317,-118.1941785
A613565,dog,black,white,Spayed,2015-08-24,2018-12-24,1218,normal,stray,field,NA,2018-12-26,return to owner,walkin,33.7777614,-118.196349
A594681,cat,gray,NA,Unknown,2017-08-01,2017-08-02,1,under age/weight,stray,field,NA,2017-08-02,euthanasia,undrage/wt,33.8475638,-118.1727339
A635525,dog,gray,NA,Spayed,2017-10-31,2019-10-31,730,normal,stray,field,NA,2019-11-22,adoption,walkin,33.882509,-118.1816622
A637426,dog,black,white,Male,2018-09-14,2020-05-09,603,normal,stray,field,NA,2020-05-09,return to owner,fre rid hm,33.7824185,-118.1814212
A658565,cat,gray,NA,Spayed,2021-04-30,2021-06-09,40,under age/weight,stray,field,NA,2021-09-15,adoption,web,33.8448375,-118.1827307
A633755,cat,black,NA,Unknown,2019-08-26,2019-09-17,22,under age/weight,stray,field,NA,2019-09-17,rescue,other resc,33.8435341,-118.181681
A605381,dog,black,white,Male,2017-05-26,2018-03-26,304,normal,stray,field,NA,2018-04-01,transfer,spcala,33.77813340000001,-118.1706748
A637252,cat,black,white,Spayed,2013-12-07,2019-04-17,1957,ill severe,stray,field,NA,2019-04-27,rescue,folba,33.8665709,-118.18945
A634212,dog,brown,NA,Female,2011-09-26,2019-09-26,2922,ill severe,owner surrender,field,NA,2019-09-26,euthanasia,ill severe,33.7774409,-118.2028305
A708558,cat,black,NA,Male,NA,2023-10-10,NA,normal,stray,field,NA,2023-11-06,euthanasia,ill severe,33.8534322,-118.1798748
A338930,dog,black,brown,Neutered,2006-03-01,2017-10-28,4259,injured  severe,owner surrender,field,NA,2017-10-28,euthanasia,inj severe,33.804316,-118.196963
A629363,dog,white,black,Spayed,2016-08-20,2019-07-05,1049,normal,stray,field,NA,2019-07-06,return to owner,NA,33.7898708,-118.1687286
